nombre_entidad,municipio_entidad,codigo_municipio_ent,codigo_departamento_ent,orden_entidad,departamento_entidad,latitud,longitud,oferentes_prom,ind_prom_oferentes,perc_contr_cerrada_num,perc_contr_cerrada_val,HHI_cant,HHI_val,ID_cant,ID_val,ofertas_prom,ind_prom_ofertas,ganadoras,IC4K_cant,IC4K_val,perc_tiempo_adiciones,perc_valor_adiciones,ind_valor_adiciones,ind_riesgo_corrupcion
ANTIOQUIA  I.E. SANTOS ÁNGELES CUSTODIOS  MEDELLÍN,Medellín,5001,5,TDD,Antioquia,6.2316158553448275,-75.56855862724139,NA,NA,100,100,33.33333333333333,36.5280595890694,0,36.52805773982571,NA,NA,0,100,100,0,0,0,42.71467208385479
VALLE DEL CAUCA  ESE HOSP. LA BUENA ESPERANZA DE YUMBO  YUMBO,Yumbo,76892,76,TDD,Valle del Cauca,3.594214493,-76.51797745214286,NA,NA,100,100,3.857421875,8.3828738612488,2.3313492063492065,8.382873742196486,NA,NA,45.3125,25,49.016048024959055,0,0,0,30.354562997050643
ANTIOQUIA  I.E. RODRIGO LARA BONILLA  MEDELLIN,Medellín,5001,5,TDC,Antioquia,6.2316158553448275,-75.56855862724139,NA,NA,100,100,37.5,34.07337458583724,16.666666666666664,34.07337269887671,NA,NA,25,100,100,0,0,0,46.65818556840944
BOYACÁ  ALC. TIPACOQUE,Tipacoque,15810,15,TDM6,Boyacá,6.422206598,-72.690644375,NA,NA,85.71428571428571,94.05598121725626,14.285714285714285,58.69421127313851,0,58.694211149077155,NA,NA,0,57.14285714285714,97.31075018674625,0,0,0,37.01852725636347
SANTANDER  ALC. ONZAGA,Onzaga,68502,68,TDM6,Santander,6.37439729675,-72.8049856075,NA,NA,77.77777777777779,95.39911563613431,13.580246913580247,34.1378665450439,2.7777777777777777,34.137866175729705,NA,NA,11.111111111111116,55.55555555555556,91.5860954473083,44.44444444444444,29.629629629629626,14.708231614420914,42.791622950253085
ARAUCA  UNIDAD ADMINISTRATIVA ESPECIAL DE SALUD DE ARAUCA,Arauca,81001,81,TDM2,Arauca,7.033128520166667,-70.68683860666667,NA,NA,95.75471698113208,87.03601170166326,0.8187967248131008,5.072294616490505,0.3487436287221676,5.072294586482642,NA,NA,29.71698113207547,5.660377358490567,37.05948177075719,0.4716981132075472,0.3288099720129794,0.16322219636056287,23.857375835975038
NORTE DE SANTANDER  UNIVERSIDAD FRANCISCO DE PAULA SANTANDER DE CÚCUTA,Cúcuta,54001,54,TDM1,Norte de Santander,7.896264,-72.507036,NA,NA,100,100,18.36734693877551,26.627873920916098,4.761904761904762,26.62787342618806,NA,NA,14.28571428571429,71.42857142857142,93.38673571216657,0,0,0,38.987104277095334
LA GUAJIRA  I.E.T. RURAL AGROPECUARIA DE MINGUEO  DIBULLA,Dibula,44090,44,TDC,La Guajira,11.23801416,-73.33876697,NA,NA,50,42.72599728295256,100,100,100,100,NA,NA,50,100,100,0,0,0,58.429636116632054
BOGOTÁ DC  ESE HOSP. UNIVERSITARIO DE LA SAMARITANA,Bogotá D.C.,11001,11,TDD,Bogotá D.C.,4.3168398514615385,-74.20605366615385,NA,NA,100,100,2.873802582257393,5.336761487115338,0.8503401360544218,5.336761464615459,NA,NA,16.326530612244895,20.408163265306122,35.98141273234118,44.89795918367347,21.307144547865157,10.576926575503196,32.5962764656692
ALCALDIA MPAL. DE IBAGUE - IBAGUE - SECRETARIA DE SALUD,Ibagué,73001,73,Territorial,Tolima,4.431118867714286,-75.21511934171428,28.333333333333332,96.6067864271457,0,0,33.33333333333333,42.98463616364395,0,42.98463606767217,1.3333333333333333,98.31223628691983,0,100,100,NA,0,0,39.269749350920236
ANTIOQUIA  ALC. ANZA,Anza,5044,5,TDM6,Antioquia,6.32475385225,-75.893243505,NA,NA,100,100,3.555555555555556,4.288191647838134,0.22988505747126436,4.288191176835755,NA,NA,3.3333333333333326,16.666666666666664,26.92797311950515,10,3.3333333333333335,1.654676056622353,24.54451043366598
CALDAS  AGUAS DE ARANZAZU SA ESP,Aranzazu,17050,17,TDC,Caldas,5.2623138953333335,-75.50927895,NA,NA,100,100,100,100,NA,NA,NA,NA,0,NA,NA,0,0,0,50
ANTIOQUIA  ESE HOSP. DEL SUR GABRIEL JARAMILLO PIEDRAHITA  ITAGÜÍ,Itagui,5360,5,TDD,Antioquia,6.186172351285714,-75.61303157571429,NA,NA,100,100,3.305785123966943,9.525906681936558,1.0570824524312896,9.525906497334187,NA,NA,22.72727272727273,18.181818181818183,45.71066797577773,0,0,0,27.31895755847304
MAGDALENA  EMPRESA SOCIAL DEL ESTADO HOSP. SANTANDER HERRERA DE PIVIJAY,Pivijay,47551,47,TDC,Magdalena,10.411662451538461,-74.47209979153845,NA,NA,100,100,5.860113421550094,24.95809889017292,1.5810276679841897,24.95809872916092,NA,NA,13.043478260869568,30.434782608695656,79.26501264592292,0,0,0,32.28568304501776
CESAR  ALC. BECERRIL,Becerril,20045,20,TDM6,Cesar,9.694413279333334,-73.27043762666666,NA,NA,71.42857142857143,89.4392151825766,14.285714285714285,24.985410373653437,7.6923076923076925,24.985410269102537,NA,NA,28.57142857142857,57.14285714285714,84.47749811203529,7.142857142857142,3.571428571428571,1.7728672035239492,35.500923246086735
SUCRE  GOBERNACIÓN,Sincelejo,70001,70,TDD,Sucre,9.290158491304348,-75.44224660434783,NA,NA,100,100,1.0864644635581708,22.791579890381136,0.022878059940517045,22.791579853306974,NA,NA,1.0638297872340385,5.319148936170213,58.745863027570834,0,0,0,26.2754331058959
HUILA  ESE MPAL. MANUEL CASTRO TOVAR  PITALITO,Pitalito,41551,41,TDD,Huila,1.8752452533,-76.091126755,NA,NA,100,100,2.479666732791113,4.547831430854142,1.0865191146881288,4.547831305713533,NA,NA,25.352112676056336,19.71830985915493,32.696563374759855,1.4084507042253522,1.1389848525112942,0.5653952892917942,26.272166730393906
META  ALC. PUERTO LÓPEZ,Puerto López,50573,50,TDM6,Meta,4.118380986454546,-72.91785447272727,NA,NA,93.75,97.46083054953439,3.211805555555555,18.5926814377116,1.152482269503546,18.592681389851684,NA,NA,20.833333333333336,22.916666666666664,65.3746531208073,14.583333333333334,4.626241987179487,2.2964795544980734,31.345318891647572
ANTIOQUIA  ALC. CAREPA,Carepa,5147,5,TDM6,Antioquia,7.802136557,-76.67553185538462,NA,NA,94.73684210526315,99.37356975608984,8.58725761772853,29.19374816562819,3.508771929824561,29.193748075656007,NA,NA,15.789473684210531,36.84210526315789,83.9929461483086,0,0,0,33.82042860638285
BOLÍVAR  ALC. CANTAGALLO,Cantagallo,13160,13,TDM6,Bolívar,7.306284002,-73.98364204285714,NA,NA,93.54838709677419,98.54872295715633,3.6420395421435994,31.93054007339696,0.43010752688172044,31.93054004401665,NA,NA,6.451612903225811,19.35483870967742,80.8415202228809,9.67741935483871,6.833086565720796,3.3919634199378184,32.24093076114857
ANTIOQUIA  ALC. MURINDÓ,Murindó,5475,5,TDM6,Antioquia,6.8740664912,-76.829748546,NA,NA,100,100,10.059171597633137,16.113321569312905,2.564102564102564,16.11332108341454,NA,NA,15.384615384615385,46.15384615384615,66.49583265555965,0,0,0,32.43371726591543
BOYACÁ  I.E. SAN LUÍS BELTRÁN,Covarachía,15218,15,Nacional Centralizado,Boyacá,6.515469706999999,-72.75690427500001,NA,NA,100,100,100,100,NA,NA,NA,NA,0,NA,NA,0,0,0,50
VALLE DEL CAUCA  ALC. BUENAVENTURA,Buenaventura,76109,76,TDM2,Valle del Cauca,3.883085,-77.019447,NA,NA,100,100,1.75,20.63360639547625,0.5063291139240507,20.633606389728122,NA,NA,19.999999999999996,10,71.2853643148452,13.750000000000002,5.184270503165481,2.5734864817924317,31.42573243720031
ATLÁNTICO  ESE HOSP. PONEDERA,Ponedera,8560,8,TDD,Atlántico,10.596736921666666,-74.81156457,NA,NA,100,100,2.0251186827714682,2.1538487718903596,1.2596899224806202,2.1538485897323936,NA,NA,53.48837209302326,16.27906976744186,14.223215116820253,0,0,0,26.31175585040253
TOLIMA  ALC. FLANDES,Flandes,73275,73,TDM6,Tolima,4.2350967336,-74.834463626,NA,NA,90,97.2111278199942,14,55.36024279505205,4.444444444444445,55.360242669147354,NA,NA,19.999999999999996,60.00000000000001,92.40882220566141,10,8.333333333333334,4.136690141555882,41.44496915818558
PUTUMAYO  ALC. PUERTO LEGUIZAMO,Leguízamo,86573,86,TDM6,Putumayo,0.04714948177777777,-75.21189599888889,NA,NA,100,100,6.611570247933886,12.435334087848064,2.1645021645021645,12.435333746843126,NA,NA,22.72727272727273,36.36363636363637,57.65114155659423,0,0,0,30.72304155888977
GOBERNACIÓN DEL QUINDÍO - SECRETARIA SALUD Y JURÍDICA,Armenia,63001,63,Territorial,Quindío,4.484716031272727,-75.73460831545455,7,99.16167664670658,0,0,100,100,NA,NA,1,98.73417721518987,0,NA,NA,NA,0,0,44.21065042909961
SUBRED INTEGRADA DE SALUD CENTRO ORIENTE E.S.E - CONTRATACION BIENES Y SERVICIOS,Bogotá D.C.,11001,11,Territorial,Bogotá D.C.,4.3168398514615385,-74.20605366615385,52.714285714285715,93.6869118905047,100,100,14.285714285714285,25.127112375939536,0,25.127112259513034,5.428571428571429,93.12839059674502,0,57.14285714285714,91.36053653583073,NA,0,0,47.89429356896595
LA GUAJIRA  HOSP. SANTO TOMAS DE VILLANUEVA,Villanueva,44874,44,TDD,La Guajira,10.60881169,-72.97762278,NA,NA,100,100,2.6133333333333337,5.960012798118676,1.2972972972972971,5.960012431133791,NA,NA,36,18.666666666666668,33.02609571168427,2.666666666666667,2.062015854686576,1.0235904789376662,27.57415261885374
BOYACÁ  ESE CENTRO DE SALUD DE SANTANA,Santana,15686,15,TDM1,Boyacá,6.055041626,-73.48321609666667,NA,NA,100,100,25,39.15427557139793,0,39.15427197477374,NA,NA,0,100,100,0,0,0,42.19584323376345
BOYACÁ  ALC. SANTANA,Santana,15686,15,TDM6,Boyacá,6.055041626,-73.48321609666667,NA,NA,60,60.78533733609633,28,37.74447180549282,10,37.74447121908692,NA,NA,19.999999999999996,100,100,0,0,0,37.866346285599015
ANTIOQUIA  ALIANZA MEDELLIN ANTIOQUIA EPS SAS,Medellín,5001,5,TDC,Antioquia,6.2316158553448275,-75.56855862724139,NA,NA,100,100,26.530612244897956,51.25295705327153,14.285714285714285,51.252957045894796,NA,NA,42.85714285714286,100,100,14.285714285714285,12.85714294412575,6.382321975864771,51.67741869515741
TOLIMA  HOSP. SAN ANTONIO ESE DE HERVEO,Herveo,73347,73,TDC,Tolima,5.1073527474,-75.22518803,NA,NA,100,100,100,100,NA,NA,NA,NA,0,NA,NA,0,0,0,50
TOLIMA  ESE HOSP. SAN JUAN BAUTISTA  CHAPARRAL,Chaparral,73168,73,TDD,Tolima,3.7173839478,-75.605567564,NA,NA,100,100,25,35.06576642533151,14.285714285714285,35.065766140927224,NA,NA,50,100,100,0,0,0,47.66831642827689
TOLIMA  ALC. SANTA ISABEL,Santa Isabel,73686,73,TDM6,Tolima,4.739891448666667,-75.06744116333334,NA,NA,100,100,50,75.22924697159368,0,75.22924363565271,NA,NA,0,100,100,0,0,0,47.748113361053974
TOLIMA  ALC. MURILLO,Murillo,73461,73,TDM6,Tolima,4.818898157,-75.15025856,NA,NA,100,100,10.743801652892564,18.499643963657576,1.8181818181818181,18.49964355238601,NA,NA,9.090909090909093,45.45454545454546,76.9371008147461,0,0,0,32.9585620722666
TOLIMA  HOSP. SAN VICENTE DE PAÚL  FRESNO,Fresno,73283,73,TDD,Tolima,5.190927642166667,-75.06924883333333,NA,NA,100,100,15.30612244897959,22.839198792844915,8.791208791208792,22.839198290050387,NA,NA,35.71428571428571,64.28571428571428,81.3860975734708,7.142857142857142,0,0,39.58777134085102
NARIÑO  ALC. CUMBITARA,Cumbitara,52233,52,TDM6,Nariño,1.7256364505555557,-77.58381426666666,NA,NA,71.42857142857143,79.66602997402488,22.448979591836732,23.947855813218258,9.523809523809524,23.94785547753359,NA,NA,28.57142857142857,85.71428571428571,91.22168538908856,14.285714285714285,0,0,38.80076002654345
NARIÑO  ALC. SANTA CRUZ GUACHAVEZ,Santacruz,52699,52,TDM2,Nariño,1.2309960493333334,-77.66597371666667,NA,NA,78.26086956521739,87.70421373389972,5.860113421550094,11.022497984050466,1.5810276679841897,11.022497866293005,NA,NA,17.391304347826086,34.78260869565217,55.58351639223174,0,0,0,26.56237743712835
NARIÑO  ALC. MALLAMA,Mallama,52435,52,TDM6,Nariño,1.1706520638333333,-77.91853789833334,NA,NA,76.92307692307693,71.6225148611962,10.946745562130179,22.581291305204942,7.384615384615385,22.58129101507252,NA,NA,42.307692307692314,57.6923076923077,75.97675484136103,3.8461538461538463,0,0,33.57101388397623
CESAR  ALC. GONZALEZ,González,20310,20,TDM2,Cesar,8.413416854,-73.371038038,NA,NA,94.73684210526315,89.46254935714386,6.925207756232686,9.897560973019992,1.7543859649122806,9.89756057741582,NA,NA,15.789473684210531,36.84210526315789,52.00826728264876,0,0,0,27.946944762417196
MAGDALENA  ALC. SAN SEBASTIÁN DE BUENAVISTA,San Sebastián de Buenavista,47692,47,TDM5,Magdalena,9.2910968072,-74.26065878533333,NA,NA,100,100,10.15625,24.96036759795835,4.166666666666666,24.960367516403178,NA,NA,25,50,77.42865560680751,0,0,0,35.61017635194841
BOLÍVAR  ALC. SIMITÍ,Simití,13744,13,TDM6,Bolívar,7.828107147222222,-73.97196726666667,NA,NA,100,100,22.448979591836732,40.79565183161682,9.523809523809524,40.79565174079125,NA,NA,28.57142857142857,85.71428571428571,98.84065255914,0,0,0,44.17225525382885
SANTANDER  ALC. LANDAZURI,Landázuri,68385,68,TDM6,Santander,6.30743734175,-73.81161832375,NA,NA,71.42857142857143,97.40427136062546,14.285714285714285,75.64292610895797,0,75.64292606751079,NA,NA,0,57.14285714285714,96.05656575667072,28.57142857142857,30.4029304029304,15.092100296665414,44.18430594131104
CUNDINAMARCA  HOSP. SANTA MATILDE DE MADRID,Madrid,25430,25,TDD,Cundinamarca,4.7984837495,-74.25848957166667,NA,NA,100,100,8.033240997229916,11.52930995247133,2.923976608187134,11.529309675546804,NA,NA,21.052631578947366,42.10526315789473,57.35139673481392,26.31578947368421,3.3467873835014164,1.6613546850256697,34.029068233795975
CAUCA  ALC. PÁEZ,Páez,19517,19,TDM5,Cauca,2.645152156478261,-75.97568415086957,NA,NA,100,100,4.666666666666667,9.384040597372788,1.3793103448275863,9.38404053260876,NA,NA,16.666666666666664,30,50.09820364090444,0,0,0,28.38135344694892
GOBERNACION DEL DEPARTAMENTO DEL CESAR - Unidad de Contratación de la Secretaría General,Valledupar,20001,20,Territorial,Cesar,10.476759818526316,-73.36721239026316,8.11111111111111,99.02860944777112,11.11111111111111,59.3796697306803,11.11111111111111,44.51113143278938,0,44.51113141433548,1.5555555555555556,98.0309423347398,0,44.44444444444444,96.3202341612706,NA,0,0,38.661437814493155
ARMADA NACIONAL - BASE NAVAL ARC ORINOQUIA - BASE NAVAL ARC ORINOQUIA,Puerto Carreño,99001,99,Nacional,Vichada,5.993722557625,-68.037720515,85,89.82035928143712,83.33333333333334,38.18145208260219,16.666666666666664,41.364926155538505,0,41.36492573488651,2.8333333333333335,96.41350210970464,0,66.66666666666666,89.48280184692365,NA,0,0,43.494142345239396
ATLÁNTICO  ALC. LURUACO,Luruaco,8421,8,TDM6,Atlántico,10.616485632,-75.178822024,NA,NA,78.94736842105263,88.42312828336894,7.479224376731301,34.546810500955765,2.3391812865497075,34.54681044511059,NA,NA,21.052631578947366,42.10526315789473,84.48014599519828,5.263157894736842,2.631578947368421,1.3063232025965943,33.506801240490965
ANTIOQUIA  ALC. ARBOLETES,Arboletes,5051,5,TDM6,Antioquia,8.619195552111112,-76.40951294222222,NA,NA,58.82352941176471,81.06909916155927,6.574394463667819,33.22578775709132,0.7352941176470588,33.225787640774925,NA,NA,5.882352941176472,29.411764705882355,74.51974943229006,0,2.357348393031473,1.1701943829199075,26.706319524275493
ATLÁNTICO  ESE CENTRO MATERNO INFANTIL DE SABANALARGA  SABANAGRANDE,Sabanagrande,8634,8,TDM5,Atlántico,10.79107595,-74.75850721,NA,NA,100,100,2.440828402366864,5.114774356986832,0.5279034690799397,5.114773718244144,NA,NA,11.538461538461542,17.307692307692307,36.68798384382363,0,0,0,24.8743312653101
BOGOTÁ DC  IED LA FELICIDAD,Bogotá D.C.,11001,11,TDC,Bogotá D.C.,4.3168398514615385,-74.20605366615385,NA,NA,100,100,100,100,NA,NA,NA,NA,0,NA,NA,0,0,0,50
ANTIOQUIA  ALC. YOLOMBÓ,Yolombó,5890,5,TDM6,Antioquia,6.6021979805,-75.000625485,NA,NA,85,92.36828368452014,9.5,10.090400415071786,4.736842105263158,10.0903998492562,NA,NA,35,50,50.87997490186712,5,15.823529411764707,7.8548445746719935,33.29580682665081
ANTIOQUIA  ALC. SAN JERÓNIMO,San Jerónimo,5656,5,TDM6,Antioquia,6.41521227975,-75.7036460625,NA,NA,98.11320754716981,99.76544295067184,3.025987896048416,12.9458977093231,1.1611030478955007,12.945897627646485,NA,NA,26.415094339622648,18.867924528301888,58.79138909134628,13.20754716981132,6.980567077022188,3.4651731611984697,31.15812131985559
CASANARE  ALC. MONTERREY,Monterrey,85162,85,TDM4,Casanare,4.826769073428571,-72.86266538142857,NA,NA,93.10344827586206,91.97353719742972,3.6860879904875143,8.951161086733334,0.24630541871921183,8.951160816699343,NA,NA,3.4482758620689613,17.24137931034483,50.998581824489406,44.827586206896555,21.551694685088275,10.698321952515236,31.52057998278501
ANTIOQUIA  ALC. AMALFI,Amalfi,5031,5,TDM5,Antioquia,6.8569913275,-75.004487005,NA,NA,85.71428571428571,88.21799891616763,7.029478458049887,15.396419249908798,2.380952380952381,15.39641890608624,NA,NA,23.809523809523814,38.095238095238095,62.98091485212037,9.523809523809524,3.96849051143541,1.9699698690615508,30.826098307323015
BOYACÁ  ALC. LABRANZAGRANDE,Labranzagrande,15377,15,TDM6,Boyacá,5.562687048,-72.57777012,NA,NA,88.88888888888889,94.27172757823381,9.25925925925926,14.358264263086626,3.9215686274509802,14.358263957134149,NA,NA,27.77777777777778,50,68.28479094120084,0,0,0,32.43293430326347
CESAR  ALC. CHIMICHAGUA,Chimichagua,20175,20,TDM6,Cesar,9.257190096939395,-73.82545586,NA,NA,100,100,7.03125,20.56323938550437,0.8333333333333334,20.563239067630526,NA,NA,6.25,31.25,74.55000779450928,6.25,0,0,31.520711864849726
QUINDÍO  I.E. CIUDADELA DEL SUR,Armenia,63001,63,TDD,Quindío,4.484716031272727,-75.73460831545455,NA,NA,100,100,33.33333333333333,37.63576954169898,0,37.63576795803048,NA,NA,0,100,100,0,0,0,42.815372988639304
RISARALDA  CENTRO EDUCATIVO JUAN XXII  PEREIRA,Pereira,66001,66,TDD,Risaralda,4.785936267710526,-75.73000657960526,NA,NA,100,100,33.33333333333333,57.92162015386015,0,57.92161695233512,NA,NA,0,100,100,0,0,0,44.659541226108495
NARIÑO  ESE HOSP. CLARITA SANTOS,Pasto,52001,52,TDM1,Nariño,1.207692,-77.281705,NA,NA,100,100,12.396694214876035,15.746654602297212,3.6363636363636362,15.746652477370414,NA,NA,18.181818181818176,54.54545454545454,68.87767969735182,0,0,0,33.94406044346922
NORTE DE SANTANDER  ESE HOSP. REGIONAL NOROCCIDENTAL DE ABREGO,Abrego,54003,54,TDM1,Norte de Santander,7.961907205999999,-73.16759074000001,NA,NA,100,100,7.52,14.232423374779533,3.6666666666666665,14.232422756068514,NA,NA,28.000000000000004,44,63.39207779372832,0,0,0,32.80101525774314
TOLIMA  ALC. EL ESPINAL,Espinal,73268,73,TDM3,Tolima,4.183551483666666,-74.94836239666667,NA,NA,90.9090909090909,90.29728508571822,2.800734618916437,13.111804511409764,1.3053613053613053,13.11180444092939,NA,NA,31.818181818181824,18.181818181818183,56.895854393424436,7.575757575757576,8.024468118257404,3.9833685787229864,29.536702281514458
CUNDINAMARCA  ESE HOSP. SAN RAFAEL DE CÁQUEZA,Caqueza,25151,25,TDD,Cundinamarca,4.40410106,-73.9464742,NA,NA,100,100,1.7153040766317664,5.152536096095884,0.22614201718679333,5.15253598777594,NA,NA,7.462686567164178,11.940298507462686,36.98533712675925,8.955223880597014,0.6633498178749112,0.3292887182407242,24.857287891637565
NARIÑO  ESE CENTRO DE SALUD CUASPUD CARLOSAMA,Cuaspud,52224,52,TDM2,Nariño,0.862978103,-77.72894683,NA,NA,100,100,16.666666666666664,17.246237272482368,0,17.246232187419885,NA,NA,0,66.66666666666666,73.46977926733454,16.666666666666664,5.114110415105037,2.5386588164391917,36.21534416103283
CUNDINAMARCA  ALC. SAN FRANCISCO,San Francisco,25658,25,TDM6,Cundinamarca,4.97291694,-74.28967198,NA,NA,84.61538461538461,92.22064751287246,7.6923076923076925,29.190004122188547,0,29.190003740688823,NA,NA,0,30.76923076923077,88.1576348321841,0,0,0,30.24047359492438
CALDAS  CONCEJO MPAL. RIOSUCIO,Riosucio,17614,17,TDC,Caldas,5.429337928071429,-75.70026274571428,NA,NA,100,100,100,100,NA,NA,NA,NA,0,NA,NA,0,0,0,50
SANTANDER  ALC. LEBRIJA,Lebríja,68406,68,TDM6,Santander,7.215506666,-73.26803625333334,NA,NA,96.96969696969697,98.49313019700674,4.683195592286502,17.026740922246603,1.7045454545454544,17.026740846470904,NA,NA,21.212121212121215,30.303030303030305,72.60372687149376,6.0606060606060606,0,0,31.732435780275782
MAGDALENA  ALC. FUNDACIÓN,Fundación,47288,47,TDM6,Magdalena,10.4395044275,-74.02913028125,NA,NA,52.94117647058824,76.98095095250105,10.726643598615917,33.11590550085393,5.147058823529411,33.115905392343684,NA,NA,35.29411764705882,52.94117647058824,76.21941411145289,0,0,0,31.215131234108046
QUINDÍO  I.E. BOSQUES DE PINARES  ARMENIA,Armenia,63001,63,TDD,Quindío,4.484716031272727,-75.73460831545455,NA,NA,100,100,33.33333333333333,33.90445623914644,0,33.90445440506213,NA,NA,0,100,100,33.33333333333333,0,0,45.50646571871028
ANTIOQUIA  ALC. FRONTINO,Frontino,5284,5,TDM6,Antioquia,6.742219459875,-76.2287173875,NA,NA,89.47368421052632,97.58759272695153,9.141274238227146,23.879964499636895,4.093567251461988,23.87996429532107,NA,NA,31.57894736842105,47.368421052631575,81.09001052529324,31.57894736842105,7.983853305319734,3.9632072711693382,38.88540634709635
BOYACÁ  ESE HOSP. SAN FRANCISCO  VILLA DE LEYVA,Villa de Leyva,15407,15,TDD,Boyacá,5.649166605,-73.51726644,NA,NA,100,100,50,52.34010811441084,0,52.34010641166853,NA,NA,0,100,100,50,24.643286239224043,12.232996708960538,53.565126460235945
META  ALC. GRANADA,Granada,50313,50,TDM6,Meta,3.477046678,-73.76348895,NA,NA,95.65217391304348,97.95131291261366,2.4574669187145557,15.209847790544028,1.0230179028132993,15.209847760940349,NA,NA,34.78260869565217,11.594202898550725,71.07467723111778,0,0.2085819061307629,0.10354064577576735,30.00522098317784
